,legalguilt,question,rate_punishment,rating,scenario,start,stop,subjguilt,uid
4609,false,23,41.0,16,10,2020-03-16 19:45:48,2020-03-16 19:47:01,false,A1ZCP2OQXOMAHN
4610,false,0,64.0,47,27,2020-03-16 19:47:25,2020-03-16 19:47:36,false,A2IO83300NZCUE
4611,false,24,61.0,27,18,2020-03-16 19:45:48,2020-03-16 19:47:38,false,A1ZCP2OQXOMAHN
4612,true,1,31.0,56,25,2020-03-16 19:47:25,2020-03-16 19:47:58,true,A2IO83300NZCUE
4613,true,2,39.0,54,5,2020-03-16 19:48:06,2020-03-16 19:48:12,true,A2IO83300NZCUE
4614,false,3,61.0,41,24,2020-03-16 19:48:06,2020-03-16 19:48:22,false,A2IO83300NZCUE
4615,true,4,56.0,35,12,2020-03-16 19:48:06,2020-03-16 19:48:31,true,A2IO83300NZCUE
4616,true,5,55.0,36,26,2020-03-16 19:48:06,2020-03-16 19:48:47,true,A2IO83300NZCUE
4617,false,25,37.0,21,14,2020-03-16 19:45:48,2020-03-16 19:48:49,true,A1ZCP2OQXOMAHN
4618,false,6,60.0,36,29,2020-03-16 19:48:06,2020-03-16 19:48:54,true,A2IO83300NZCUE
4619,false,26,13.0,15,8,2020-03-16 19:45:48,2020-03-16 19:49:07,false,A1ZCP2OQXOMAHN
4620,true,7,64.0,34,30,2020-03-16 19:49:11,2020-03-16 19:49:17,true,A2IO83300NZCUE
4621,false,8,66.0,44,23,2020-03-16 19:49:11,2020-03-16 19:49:33,true,A2IO83300NZCUE
4622,false,27,22.0,31,9,2020-03-16 19:45:48,2020-03-16 19:49:35,false,A1ZCP2OQXOMAHN
4623,true,28,65.0,70,23,2020-03-16 19:49:50,2020-03-16 19:50:15,true,A1ZCP2OQXOMAHN
4624,false,29,38.0,43,7,2020-03-16 19:49:50,2020-03-16 19:50:49,true,A1ZCP2OQXOMAHN
4625,false,30,29.0,6,4,2020-03-16 19:49:50,2020-03-16 19:51:25,false,A1ZCP2OQXOMAHN
4626,true,0,89.0,77,23,2020-03-16 19:56:17,2020-03-16 19:57:16,true,A3080BMBBYP2N1
4627,true,1,48.0,59,2,2020-03-16 19:56:17,2020-03-16 19:57:39,true,A3080BMBBYP2N1
4628,true,2,79.0,74,19,2020-03-16 19:58:00,2020-03-16 19:58:17,true,A3080BMBBYP2N1
4629,true,3,59.0,47,8,2020-03-16 19:58:00,2020-03-16 19:58:31,true,A3080BMBBYP2N1
4630,true,4,53.0,45,11,2020-03-16 19:58:00,2020-03-16 19:58:50,true,A3080BMBBYP2N1
4631,false,5,62.0,53,9,2020-03-16 19:58:00,2020-03-16 19:59:19,false,A3080BMBBYP2N1
4632,false,5,30.0,44,9,2020-03-16 20:00:00,2020-03-16 20:00:14,false,A3080BMBBYP2N1
4633,true,6,65.0,81,7,2020-03-16 20:00:00,2020-03-16 20:00:31,true,A3080BMBBYP2N1
4634,false,1,82.0,90,13,2020-03-16 19:41:56,2020-03-16 20:01:03,false,A3UP4PP3ZF1J39
4635,true,7,77.0,85,22,2020-03-16 20:01:04,2020-03-16 20:01:31,true,A3080BMBBYP2N1
4636,true,8,80.0,72,14,2020-03-16 20:01:04,2020-03-16 20:01:52,true,A3080BMBBYP2N1
4637,true,2,87.0,93,22,2020-03-16 20:01:36,2020-03-16 20:01:56,false,A3UP4PP3ZF1J39
4638,true,3,59.0,88,26,2020-03-16 20:01:36,2020-03-16 20:02:15,false,A3UP4PP3ZF1J39
4639,false,9,57.0,73,25,2020-03-16 20:01:04,2020-03-16 20:02:14,false,A3080BMBBYP2N1
4640,false,4,68.0,79,6,2020-03-16 20:01:36,2020-03-16 20:02:31,true,A3UP4PP3ZF1J39
4641,false,10,44.0,52,10,2020-03-16 20:01:04,2020-03-16 20:02:38,false,A3080BMBBYP2N1
4642,false,5,64.0,50,2,2020-03-16 20:01:36,2020-03-16 20:02:46,false,A3UP4PP3ZF1J39
4643,true,6,78.0,88,24,2020-03-16 20:01:36,2020-03-16 20:04:02,false,A3UP4PP3ZF1J39
4644,true,11,74.0,58,26,2020-03-16 20:03:24,2020-03-16 20:04:02,true,A3080BMBBYP2N1
4645,false,7,92.0,84,31,2020-03-16 20:04:33,2020-03-16 20:04:48,true,A3UP4PP3ZF1J39
4646,true,12,70.0,64,30,2020-03-16 20:03:24,2020-03-16 20:04:52,true,A3080BMBBYP2N1
4647,false,8,75.0,86,18,2020-03-16 20:04:33,2020-03-16 20:05:12,false,A3UP4PP3ZF1J39
4648,true,13,88.0,89,18,2020-03-16 20:03:24,2020-03-16 20:05:11,true,A3080BMBBYP2N1
4649,false,9,90.0,75,19,2020-03-16 20:04:33,2020-03-16 20:05:45,false,A3UP4PP3ZF1J39
4650,true,14,89.0,92,29,2020-03-16 20:03:24,2020-03-16 20:05:42,true,A3080BMBBYP2N1
4651,false,10,78.0,86,25,2020-03-16 20:04:33,2020-03-16 20:06:10,true,A3UP4PP3ZF1J39
4652,true,15,72.0,78,28,2020-03-16 20:03:24,2020-03-16 20:06:13,true,A3080BMBBYP2N1
4653,false,0,54.0,58,10,2020-03-16 20:10:33,2020-03-16 20:10:43,true,A3HZFB2JLF3JMY
4654,false,1,54.0,64,8,2020-03-16 20:10:33,2020-03-16 20:10:46,true,A3HZFB2JLF3JMY
4655,false,2,31.0,46,15,2020-03-16 20:10:50,2020-03-16 20:10:54,false,A3HZFB2JLF3JMY
4656,false,3,50.0,63,23,2020-03-16 20:10:50,2020-03-16 20:10:57,true,A3HZFB2JLF3JMY
4657,false,4,47.0,57,2,2020-03-16 20:10:50,2020-03-16 20:11:01,false,A3HZFB2JLF3JMY
4658,false,5,42.0,56,13,2020-03-16 20:10:50,2020-03-16 20:11:23,false,A3HZFB2JLF3JMY
4659,false,6,38.0,47,1,2020-03-16 20:10:50,2020-03-16 20:11:27,false,A3HZFB2JLF3JMY
4660,false,0,16.0,49,10,2020-03-16 20:15:22,2020-03-16 20:18:08,true,A1JGZD9FUDYJ30
4661,false,0,51.0,0,9,2020-03-16 20:20:00,2020-03-16 20:21:02,false,A171C7B6HHSEGH
4662,false,1,57.0,50,4,2020-03-16 20:20:00,2020-03-16 20:22:36,false,A171C7B6HHSEGH
4663,true,2,100.0,50,30,2020-03-16 20:22:52,2020-03-16 20:24:33,true,A171C7B6HHSEGH
4664,true,0,61.0,92,24,2020-03-16 20:25:42,2020-03-16 20:25:54,true,A2QGBF0K3MBMBL
4665,false,3,100.0,41,28,2020-03-16 20:22:52,2020-03-16 20:25:58,false,A171C7B6HHSEGH
4666,true,1,69.0,85,10,2020-03-16 20:25:42,2020-03-16 20:26:03,true,A2QGBF0K3MBMBL
4667,false,2,78.0,75,28,2020-03-16 20:26:13,2020-03-16 20:26:24,true,A2QGBF0K3MBMBL
4668,false,3,85.0,75,5,2020-03-16 20:26:13,2020-03-16 20:26:34,true,A2QGBF0K3MBMBL
4669,false,4,87.0,83,20,2020-03-16 20:26:13,2020-03-16 20:26:45,true,A2QGBF0K3MBMBL
4670,false,5,68.0,81,9,2020-03-16 20:26:13,2020-03-16 20:26:53,true,A2QGBF0K3MBMBL
4671,false,6,88.0,82,27,2020-03-16 20:26:13,2020-03-16 20:27:02,true,A2QGBF0K3MBMBL
4672,false,7,89.0,80,18,2020-03-16 20:27:13,2020-03-16 20:27:21,true,A2QGBF0K3MBMBL
4673,true,4,61.0,87,17,2020-03-16 20:22:52,2020-03-16 20:27:26,true,A171C7B6HHSEGH
4674,false,8,87.0,78,31,2020-03-16 20:27:13,2020-03-16 20:27:30,true,A2QGBF0K3MBMBL
4675,false,9,85.0,79,4,2020-03-16 20:27:13,2020-03-16 20:27:40,true,A2QGBF0K3MBMBL
4676,false,10,94.0,70,13,2020-03-16 20:27:13,2020-03-16 20:27:58,true,A2QGBF0K3MBMBL
4677,false,11,92.0,63,7,2020-03-16 20:28:11,2020-03-16 20:28:21,true,A2QGBF0K3MBMBL
4678,false,12,87.0,81,11,2020-03-16 20:28:11,2020-03-16 20:28:30,true,A2QGBF0K3MBMBL
4679,false,5,36.0,15,11,2020-03-16 20:22:52,2020-03-16 20:28:32,false,A171C7B6HHSEGH
4680,false,13,88.0,81,14,2020-03-16 20:28:11,2020-03-16 20:28:39,true,A2QGBF0K3MBMBL
4681,false,14,69.0,86,25,2020-03-16 20:28:11,2020-03-16 20:28:50,true,A2QGBF0K3MBMBL
4682,false,15,84.0,82,1,2020-03-16 20:28:11,2020-03-16 20:28:59,true,A2QGBF0K3MBMBL
4683,false,16,85.0,74,22,2020-03-16 20:28:11,2020-03-16 20:29:08,true,A2QGBF0K3MBMBL
4684,false,6,100.0,27,31,2020-03-16 20:22:52,2020-03-16 20:30:28,false,A171C7B6HHSEGH
4685,false,7,66.0,0,19,2020-03-16 20:30:59,2020-03-16 20:31:53,false,A171C7B6HHSEGH
4686,true,8,71.0,72,12,2020-03-16 20:30:59,2020-03-16 20:33:15,true,A171C7B6HHSEGH
4687,false,0,0.0,0,2,2020-03-16 20:32:37,2020-03-16 20:33:52,false,A1ZM56EQX9446P
4688,true,9,31.0,100,6,2020-03-16 20:30:59,2020-03-16 20:34:14,true,A171C7B6HHSEGH
4689,false,1,20.0,19,21,2020-03-16 20:32:37,2020-03-16 20:34:24,false,A1ZM56EQX9446P
4690,true,2,77.0,57,30,2020-03-16 20:34:43,2020-03-16 20:35:19,true,A1ZM56EQX9446P
4691,true,3,65.0,90,26,2020-03-16 20:34:43,2020-03-16 20:35:55,true,A1ZM56EQX9446P
4692,false,10,100.0,4,24,2020-03-16 20:30:59,2020-03-16 20:36:05,false,A171C7B6HHSEGH
4693,false,0,93.0,9,23,2020-03-16 20:35:30,2020-03-16 20:36:37,false,A2I0ANKY20XQRX
4694,true,4,30.0,100,3,2020-03-16 20:34:43,2020-03-16 20:36:34,true,A1ZM56EQX9446P
4695,false,11,100.0,19,15,2020-03-16 20:36:12,2020-03-16 20:37:04,false,A171C7B6HHSEGH
4696,false,5,20.0,44,10,2020-03-16 20:34:43,2020-03-16 20:37:02,false,A1ZM56EQX9446P
4697,false,1,88.0,4,28,2020-03-16 20:35:30,2020-03-16 20:37:39,false,A2I0ANKY20XQRX
4698,true,6,100.0,91,15,2020-03-16 20:34:43,2020-03-16 20:37:34,true,A1ZM56EQX9446P
4699,true,7,91.0,97,17,2020-03-16 20:38:10,2020-03-16 20:38:40,true,A1ZM56EQX9446P
4700,true,2,47.0,86,14,2020-03-16 20:38:04,2020-03-16 20:39:17,true,A2I0ANKY20XQRX
4701,false,12,12.0,10,3,2020-03-16 20:36:12,2020-03-16 20:39:31,false,A171C7B6HHSEGH
4702,false,8,46.0,51,24,2020-03-16 20:38:10,2020-03-16 20:39:26,true,A1ZM56EQX9446P
4703,false,3,73.0,6,13,2020-03-16 20:38:04,2020-03-16 20:40:21,false,A2I0ANKY20XQRX
4704,false,9,23.0,16,7,2020-03-16 20:38:10,2020-03-16 20:40:15,false,A1ZM56EQX9446P
4705,false,13,100.0,28,25,2020-03-16 20:36:12,2020-03-16 20:40:25,false,A171C7B6HHSEGH
4706,false,10,79.0,58,11,2020-03-16 20:38:10,2020-03-16 20:40:51,true,A1ZM56EQX9446P
4707,false,4,23.0,2,11,2020-03-16 20:38:04,2020-03-16 20:41:07,false,A2I0ANKY20XQRX
4708,false,11,6.0,28,14,2020-03-16 20:41:17,2020-03-16 20:41:52,false,A1ZM56EQX9446P
4709,false,0,73.0,17,19,2020-03-16 20:40:36,2020-03-16 20:42:01,false,A1FYSXD0MJXPMG
4710,true,5,87.0,90,26,2020-03-16 20:38:04,2020-03-16 20:42:21,true,A2I0ANKY20XQRX
4711,false,12,100.0,76,12,2020-03-16 20:41:17,2020-03-16 20:42:23,true,A1ZM56EQX9446P
4712,true,6,48.0,56,19,2020-03-16 20:38:04,2020-03-16 20:43:06,true,A2I0ANKY20XQRX
4713,true,13,97.0,33,13,2020-03-16 20:41:17,2020-03-16 20:43:00,true,A1ZM56EQX9446P
4714,true,14,68.0,39,2,2020-03-16 20:36:12,2020-03-16 20:43:16,true,A171C7B6HHSEGH
4715,true,14,100.0,100,25,2020-03-16 20:41:17,2020-03-16 20:43:19,true,A1ZM56EQX9446P
4716,true,1,64.0,81,9,2020-03-16 20:40:36,2020-03-16 20:43:37,true,A1FYSXD0MJXPMG
4717,true,15,97.0,85,27,2020-03-16 20:41:17,2020-03-16 20:43:39,true,A1ZM56EQX9446P
4718,true,16,96.0,95,22,2020-03-16 20:41:17,2020-03-16 20:44:07,true,A1ZM56EQX9446P
4719,true,7,83.0,94,27,2020-03-16 20:43:20,2020-03-16 20:44:19,true,A2I0ANKY20XQRX
4720,false,15,27.0,0,10,2020-03-16 20:36:12,2020-03-16 20:44:53,false,A171C7B6HHSEGH
4721,false,8,84.0,2,30,2020-03-16 20:43:20,2020-03-16 20:44:59,false,A2I0ANKY20XQRX
4722,false,17,6.0,19,5,2020-03-16 20:44:24,2020-03-16 20:44:56,false,A1ZM56EQX9446P
4723,true,18,35.0,71,9,2020-03-16 20:44:24,2020-03-16 20:45:22,true,A1ZM56EQX9446P
4724,false,9,43.0,17,24,2020-03-16 20:43:20,2020-03-16 20:45:50,false,A2I0ANKY20XQRX
4725,true,16,73.0,48,23,2020-03-16 20:36:12,2020-03-16 20:45:57,true,A171C7B6HHSEGH
4726,false,0,82.0,67,26,2020-03-16 20:45:50,2020-03-16 20:46:16,true,A22I08200A995A
4727,true,2,85.0,47,27,2020-03-16 20:43:48,2020-03-16 20:46:20,true,A1FYSXD0MJXPMG
4728,false,19,18.0,45,20,2020-03-16 20:44:24,2020-03-16 20:46:22,true,A1ZM56EQX9446P
4729,true,1,57.0,40,2,2020-03-16 20:45:50,2020-03-16 20:46:27,false,A22I08200A995A
4730,true,10,33.0,96,17,2020-03-16 20:43:20,2020-03-16 20:46:39,true,A2I0ANKY20XQRX
4731,false,3,11.0,7,11,2020-03-16 20:43:48,2020-03-16 20:46:40,false,A1FYSXD0MJXPMG
4732,false,2,60.0,43,20,2020-03-16 20:46:36,2020-03-16 20:46:50,true,A22I08200A995A
4733,false,20,20.0,19,8,2020-03-16 20:44:24,2020-03-16 20:46:47,false,A1ZM56EQX9446P
4734,true,3,44.0,32,28,2020-03-16 20:46:36,2020-03-16 20:47:05,false,A22I08200A995A
4735,false,4,47.0,9,22,2020-03-16 20:43:48,2020-03-16 20:47:07,false,A1FYSXD0MJXPMG
4736,false,4,25.0,49,1,2020-03-16 20:46:36,2020-03-16 20:47:17,true,A22I08200A995A
4737,true,5,44.0,60,17,2020-03-16 20:46:36,2020-03-16 20:47:25,false,A22I08200A995A
4738,false,6,75.0,50,18,2020-03-16 20:46:36,2020-03-16 20:47:40,true,A22I08200A995A
4739,true,11,62.0,96,4,2020-03-16 20:46:51,2020-03-16 20:47:45,true,A2I0ANKY20XQRX
4740,true,21,97.0,70,29,2020-03-16 20:44:24,2020-03-16 20:47:42,true,A1ZM56EQX9446P
4741,false,17,31.0,12,14,2020-03-16 20:46:17,2020-03-16 20:47:52,false,A171C7B6HHSEGH
4742,true,7,22.0,65,4,2020-03-16 20:47:51,2020-03-16 20:48:10,false,A22I08200A995A
4743,false,12,40.0,3,9,2020-03-16 20:46:51,2020-03-16 20:48:15,false,A2I0ANKY20XQRX
4744,true,8,69.0,47,11,2020-03-16 20:47:51,2020-03-16 20:48:28,false,A22I08200A995A
4745,true,22,97.0,79,1,2020-03-16 20:47:59,2020-03-16 20:48:30,true,A1ZM56EQX9446P
4746,false,9,40.0,51,14,2020-03-16 20:47:51,2020-03-16 20:48:46,true,A22I08200A995A
4747,false,13,28.0,1,3,2020-03-16 20:46:51,2020-03-16 20:48:53,false,A2I0ANKY20XQRX
4748,true,10,90.0,70,30,2020-03-16 20:47:51,2020-03-16 20:49:02,true,A22I08200A995A
4749,false,18,37.0,12,20,2020-03-16 20:46:17,2020-03-16 20:49:07,false,A171C7B6HHSEGH
4750,true,23,97.0,99,18,2020-03-16 20:47:59,2020-03-16 20:49:10,true,A1ZM56EQX9446P
4751,false,14,54.0,4,1,2020-03-16 20:46:51,2020-03-16 20:49:39,false,A2I0ANKY20XQRX
4752,true,24,97.0,100,28,2020-03-16 20:47:59,2020-03-16 20:49:40,true,A1ZM56EQX9446P
4753,false,19,44.0,0,7,2020-03-16 20:46:17,2020-03-16 20:49:53,false,A171C7B6HHSEGH
4754,false,15,40.0,2,2,2020-03-16 20:46:51,2020-03-16 20:50:22,false,A2I0ANKY20XQRX
4755,true,25,7.0,87,6,2020-03-16 20:47:59,2020-03-16 20:50:17,true,A1ZM56EQX9446P
4756,false,5,44.0,18,7,2020-03-16 20:43:48,2020-03-16 20:50:25,false,A1FYSXD0MJXPMG
4757,false,6,72.0,12,28,2020-03-16 20:43:48,2020-03-16 20:50:50,false,A1FYSXD0MJXPMG
4758,false,26,96.0,10,23,2020-03-16 20:47:59,2020-03-16 20:50:46,false,A1ZM56EQX9446P
4759,false,16,44.0,3,5,2020-03-16 20:46:51,2020-03-16 20:50:56,false,A2I0ANKY20XQRX
4760,true,20,70.0,50,26,2020-03-16 20:46:17,2020-03-16 20:51:04,true,A171C7B6HHSEGH
4761,false,27,90.0,49,19,2020-03-16 20:47:59,2020-03-16 20:51:17,false,A1ZM56EQX9446P
4762,false,7,21.0,37,10,2020-03-16 20:51:00,2020-03-16 20:51:30,true,A1FYSXD0MJXPMG
4763,false,17,34.0,35,10,2020-03-16 20:51:16,2020-03-16 20:51:42,false,A2I0ANKY20XQRX
4764,true,8,47.0,59,21,2020-03-16 20:51:00,2020-03-16 20:52:02,true,A1FYSXD0MJXPMG
4765,false,28,38.0,44,16,2020-03-16 20:51:32,2020-03-16 20:51:58,false,A1ZM56EQX9446P
4766,false,21,54.0,0,21,2020-03-16 20:46:17,2020-03-16 20:52:05,false,A171C7B6HHSEGH
4767,false,9,31.0,8,1,2020-03-16 20:51:00,2020-03-16 20:52:25,false,A1FYSXD0MJXPMG
4768,false,18,54.0,7,22,2020-03-16 20:51:16,2020-03-16 20:52:26,false,A2I0ANKY20XQRX
4769,false,29,61.0,61,4,2020-03-16 20:51:32,2020-03-16 20:52:22,true,A1ZM56EQX9446P
4770,true,30,100.0,94,31,2020-03-16 20:51:32,2020-03-16 20:52:46,true,A1ZM56EQX9446P
4771,false,10,88.0,24,25,2020-03-16 20:51:00,2020-03-16 20:52:53,true,A1FYSXD0MJXPMG
4772,false,19,79.0,3,15,2020-03-16 20:51:16,2020-03-16 20:53:04,false,A2I0ANKY20XQRX
4773,true,20,39.0,65,12,2020-03-16 20:51:16,2020-03-16 20:53:37,true,A2I0ANKY20XQRX
4774,true,11,19.0,29,2,2020-03-16 20:53:03,2020-03-16 20:53:39,true,A1FYSXD0MJXPMG
4775,true,22,74.0,100,22,2020-03-16 20:52:21,2020-03-16 20:53:54,true,A171C7B6HHSEGH
4776,false,12,19.0,6,17,2020-03-16 20:53:03,2020-03-16 20:54:12,false,A1FYSXD0MJXPMG
4777,false,13,80.0,5,15,2020-03-16 20:53:03,2020-03-16 20:54:32,false,A1FYSXD0MJXPMG
4778,false,21,52.0,3,18,2020-03-16 20:51:16,2020-03-16 20:54:37,false,A2I0ANKY20XQRX
4779,false,23,43.0,32,16,2020-03-16 20:52:21,2020-03-16 20:54:52,false,A171C7B6HHSEGH
4780,false,14,34.0,10,18,2020-03-16 20:53:03,2020-03-16 20:55:06,true,A1FYSXD0MJXPMG
4781,false,22,37.0,1,20,2020-03-16 20:54:48,2020-03-16 20:55:21,false,A2I0ANKY20XQRX
4782,false,15,92.0,19,23,2020-03-16 20:53:03,2020-03-16 20:55:35,true,A1FYSXD0MJXPMG
4783,false,16,31.0,0,4,2020-03-16 20:53:03,2020-03-16 20:55:57,true,A1FYSXD0MJXPMG
4784,true,23,87.0,69,29,2020-03-16 20:54:48,2020-03-16 20:56:13,true,A2I0ANKY20XQRX
4785,false,24,100.0,29,18,2020-03-16 20:52:21,2020-03-16 20:56:16,false,A171C7B6HHSEGH
4786,false,17,100.0,6,31,2020-03-16 20:56:02,2020-03-16 20:56:38,false,A1FYSXD0MJXPMG
4787,false,24,30.0,3,8,2020-03-16 20:54:48,2020-03-16 20:56:45,false,A2I0ANKY20XQRX
4788,false,25,88.0,19,27,2020-03-16 20:52:21,2020-03-16 20:56:51,false,A171C7B6HHSEGH
4789,false,18,24.0,46,3,2020-03-16 20:56:02,2020-03-16 20:57:16,true,A1FYSXD0MJXPMG
4790,false,25,80.0,47,31,2020-03-16 20:54:48,2020-03-16 20:57:22,false,A2I0ANKY20XQRX
4791,true,26,69.0,74,1,2020-03-16 20:52:21,2020-03-16 20:57:26,true,A171C7B6HHSEGH
4792,true,19,43.0,86,8,2020-03-16 20:56:02,2020-03-16 20:57:50,true,A1FYSXD0MJXPMG
4793,true,27,53.0,100,8,2020-03-16 20:52:21,2020-03-16 20:57:54,true,A171C7B6HHSEGH
4794,true,26,93.0,68,25,2020-03-16 20:54:48,2020-03-16 20:58:09,true,A2I0ANKY20XQRX
4795,false,20,64.0,7,16,2020-03-16 20:56:02,2020-03-16 20:58:47,false,A1FYSXD0MJXPMG
4796,true,27,52.0,86,21,2020-03-16 20:54:48,2020-03-16 20:58:50,true,A2I0ANKY20XQRX
4797,false,28,36.0,14,5,2020-03-16 20:58:07,2020-03-16 20:59:00,false,A171C7B6HHSEGH
4798,false,21,80.0,10,24,2020-03-16 20:56:02,2020-03-16 20:59:23,true,A1FYSXD0MJXPMG
4799,false,29,86.0,23,29,2020-03-16 20:58:07,2020-03-16 20:59:45,false,A171C7B6HHSEGH
4800,true,28,74.0,86,16,2020-03-16 20:59:17,2020-03-16 20:59:50,true,A2I0ANKY20XQRX
4801,true,22,100.0,71,30,2020-03-16 20:59:28,2020-03-16 20:59:49,true,A1FYSXD0MJXPMG
4802,false,23,18.0,6,13,2020-03-16 20:59:28,2020-03-16 21:00:11,false,A1FYSXD0MJXPMG
4803,false,24,19.0,11,6,2020-03-16 20:59:28,2020-03-16 21:00:28,false,A1FYSXD0MJXPMG
4804,true,29,36.0,66,7,2020-03-16 20:59:17,2020-03-16 21:00:36,true,A2I0ANKY20XQRX
4805,false,30,53.0,15,13,2020-03-16 20:58:07,2020-03-16 21:00:44,false,A171C7B6HHSEGH
4806,false,25,43.0,4,12,2020-03-16 20:59:28,2020-03-16 21:00:49,false,A1FYSXD0MJXPMG
4807,false,26,19.0,7,20,2020-03-16 20:59:28,2020-03-16 21:01:12,true,A1FYSXD0MJXPMG
4808,true,30,38.0,81,6,2020-03-16 20:59:17,2020-03-16 21:01:31,true,A2I0ANKY20XQRX
4809,true,27,80.0,22,26,2020-03-16 20:59:28,2020-03-16 21:01:59,true,A1FYSXD0MJXPMG
4810,false,28,22.0,25,5,2020-03-16 21:02:04,2020-03-16 21:02:27,true,A1FYSXD0MJXPMG
4811,false,29,40.0,7,14,2020-03-16 21:02:04,2020-03-16 21:02:48,true,A1FYSXD0MJXPMG
4812,false,30,90.0,23,29,2020-03-16 21:02:04,2020-03-16 21:03:15,true,A1FYSXD0MJXPMG
4813,false,0,84.0,40,30,2020-03-16 21:08:39,2020-03-16 21:10:06,false,A171RZ3O028XF6
4814,true,1,50.0,98,21,2020-03-16 21:08:39,2020-03-16 21:10:37,true,A171RZ3O028XF6
4815,true,2,28.0,64,2,2020-03-16 21:11:39,2020-03-16 21:12:17,true,A171RZ3O028XF6
4816,false,3,77.0,23,12,2020-03-16 21:11:39,2020-03-16 21:12:35,false,A171RZ3O028XF6
4817,true,4,82.0,57,26,2020-03-16 21:11:39,2020-03-16 21:13:54,true,A171RZ3O028XF6
4818,false,5,74.0,28,16,2020-03-16 21:11:39,2020-03-16 21:14:26,false,A171RZ3O028XF6
4819,false,6,70.0,18,1,2020-03-16 21:11:39,2020-03-16 21:14:58,false,A171RZ3O028XF6
4820,true,7,44.0,88,9,2020-03-16 21:15:10,2020-03-16 21:15:26,true,A171RZ3O028XF6
4821,true,8,93.0,56,15,2020-03-16 21:15:10,2020-03-16 21:16:37,true,A171RZ3O028XF6
4822,true,9,82.0,100,19,2020-03-16 21:15:10,2020-03-16 21:17:21,true,A171RZ3O028XF6
4823,true,10,100.0,99,13,2020-03-16 21:15:10,2020-03-16 21:17:43,true,A171RZ3O028XF6
4824,true,11,91.0,99,11,2020-03-16 21:17:51,2020-03-16 21:18:10,true,A171RZ3O028XF6
4825,false,12,52.0,27,24,2020-03-16 21:17:51,2020-03-16 21:18:29,false,A171RZ3O028XF6
4826,false,13,30.0,17,8,2020-03-16 21:17:51,2020-03-16 21:18:49,false,A171RZ3O028XF6
4827,true,14,85.0,47,22,2020-03-16 21:17:51,2020-03-16 21:20:15,true,A171RZ3O028XF6
4828,false,15,93.0,16,23,2020-03-16 21:17:51,2020-03-16 21:20:51,false,A171RZ3O028XF6
4829,true,16,40.0,78,4,2020-03-16 21:17:51,2020-03-16 21:21:47,true,A171RZ3O028XF6
4830,false,17,42.0,53,7,2020-03-16 21:22:13,2020-03-16 21:23:02,false,A171RZ3O028XF6
4831,false,18,86.0,41,28,2020-03-16 21:22:13,2020-03-16 21:23:48,false,A171RZ3O028XF6
4832,true,19,98.0,97,25,2020-03-16 21:22:13,2020-03-16 21:24:32,true,A171RZ3O028XF6
4833,true,20,18.0,99,5,2020-03-16 21:22:13,2020-03-16 21:24:55,true,A171RZ3O028XF6
4834,true,21,12.0,98,6,2020-03-16 21:22:13,2020-03-16 21:25:14,true,A171RZ3O028XF6
4835,false,22,42.0,11,14,2020-03-16 21:25:26,2020-03-16 21:26:22,false,A171RZ3O028XF6
4836,false,23,55.0,2,10,2020-03-16 21:25:26,2020-03-16 21:26:42,false,A171RZ3O028XF6
4837,true,24,84.0,70,31,2020-03-16 21:25:26,2020-03-16 21:27:24,true,A171RZ3O028XF6
4838,true,25,32.0,63,20,2020-03-16 21:25:26,2020-03-16 21:28:01,true,A171RZ3O028XF6
4839,true,26,88.0,99,17,2020-03-16 21:25:26,2020-03-16 21:28:23,true,A171RZ3O028XF6
4840,true,27,31.0,96,3,2020-03-16 21:25:26,2020-03-16 21:28:42,true,A171RZ3O028XF6
4841,true,28,98.0,98,18,2020-03-16 21:28:59,2020-03-16 21:29:22,true,A171RZ3O028XF6
4842,true,29,82.0,46,29,2020-03-16 21:28:59,2020-03-16 21:29:53,true,A171RZ3O028XF6
4843,false,30,99.0,1,27,2020-03-16 21:28:59,2020-03-16 21:30:17,false,A171RZ3O028XF6
4844,false,0,49.0,3,12,2020-03-16 21:35:37,2020-03-16 21:36:15,false,A2S37P50AYCUYV
4845,false,1,26.0,3,4,2020-03-16 21:35:37,2020-03-16 21:36:48,false,A2S37P50AYCUYV
4846,false,2,99.0,3,30,2020-03-16 21:37:02,2020-03-16 21:37:47,false,A2S37P50AYCUYV
4847,true,3,48.0,49,1,2020-03-16 21:37:02,2020-03-16 21:38:18,true,A2S37P50AYCUYV
4848,false,4,86.0,3,22,2020-03-16 21:37:02,2020-03-16 21:38:47,false,A2S37P50AYCUYV
4849,false,5,24.0,24,10,2020-03-16 21:37:02,2020-03-16 21:39:29,true,A2S37P50AYCUYV
4850,true,6,37.0,82,17,2020-03-16 21:37:02,2020-03-16 21:40:04,true,A2S37P50AYCUYV
4851,false,7,62.0,4,16,2020-03-16 21:40:14,2020-03-16 21:40:33,false,A2S37P50AYCUYV
4852,true,8,13.0,51,5,2020-03-16 21:40:14,2020-03-16 21:40:57,true,A2S37P50AYCUYV
4853,true,9,55.0,64,21,2020-03-16 21:40:14,2020-03-16 21:41:22,true,A2S37P50AYCUYV
4854,true,0,89.0,85,22,2020-03-16 21:40:36,2020-03-16 21:41:26,true,A2WSSRWT4ZBHK3
4855,true,10,41.0,80,14,2020-03-16 21:40:14,2020-03-16 21:41:46,true,A2S37P50AYCUYV
