,uid,scenario,physical,document,witness,character
6896,A15T9HDPHV3X7Q,15,clear_in,clear_in,clear_in,clear_in
6897,A15T9HDPHV3X7Q,5,clear_in,ambiguous,clear_ex,clear_ex
6898,A15T9HDPHV3X7Q,13,none,ambiguous,clear_in,none
6899,A15T9HDPHV3X7Q,18,none,clear_in,none,clear_ex
6900,A15T9HDPHV3X7Q,20,none,clear_in,ambiguous,clear_in
6901,A15T9HDPHV3X7Q,14,clear_in,none,none,none
6902,A15T9HDPHV3X7Q,6,ambiguous,none,clear_in,clear_ex
6903,A15T9HDPHV3X7Q,12,clear_in,none,clear_in,none
6904,A15T9HDPHV3X7Q,27,none,clear_in,clear_in,clear_ex
6905,A15T9HDPHV3X7Q,8,clear_ex,clear_in,none,none
6906,A15T9HDPHV3X7Q,11,ambiguous,clear_in,none,clear_ex
6907,A15T9HDPHV3X7Q,10,ambiguous,clear_in,ambiguous,clear_ex
6908,A15T9HDPHV3X7Q,17,clear_ex,clear_in,ambiguous,clear_ex
6909,A15T9HDPHV3X7Q,16,clear_in,clear_in,clear_ex,clear_in
6910,A15T9HDPHV3X7Q,30,clear_in,ambiguous,clear_ex,none
6911,A15T9HDPHV3X7Q,26,ambiguous,clear_in,clear_ex,none
6912,A15T9HDPHV3X7Q,1,clear_ex,clear_ex,clear_in,clear_in
6913,A2YT9HJEU5KTYM,12,ambiguous,ambiguous,clear_ex,clear_ex
6914,A2YT9HJEU5KTYM,26,none,none,none,clear_ex
6915,A2YT9HJEU5KTYM,17,clear_ex,clear_ex,none,none
6916,A2YT9HJEU5KTYM,30,clear_ex,none,none,clear_ex
6917,A2YT9HJEU5KTYM,3,none,clear_ex,clear_ex,clear_in
6918,A2YT9HJEU5KTYM,9,clear_in,clear_ex,none,none
6919,A2YT9HJEU5KTYM,23,none,none,clear_in,clear_in
6920,A2YT9HJEU5KTYM,2,clear_in,clear_in,clear_in,clear_in
6921,A2YT9HJEU5KTYM,11,clear_in,clear_ex,clear_ex,clear_in
6922,A2YT9HJEU5KTYM,14,none,clear_in,clear_ex,clear_in
6923,A2YT9HJEU5KTYM,24,clear_ex,clear_ex,clear_ex,none
6924,A2YT9HJEU5KTYM,5,ambiguous,none,none,clear_ex
6925,A2YT9HJEU5KTYM,4,none,none,ambiguous,clear_in
6926,A2YT9HJEU5KTYM,27,clear_ex,ambiguous,clear_in,clear_in
6927,A2YT9HJEU5KTYM,31,clear_ex,none,ambiguous,none
6928,A2YT9HJEU5KTYM,15,none,none,clear_in,clear_ex
6929,A2YT9HJEU5KTYM,8,clear_in,clear_ex,clear_ex,none
6930,A2YT9HJEU5KTYM,7,ambiguous,clear_ex,ambiguous,clear_in
6931,A2YT9HJEU5KTYM,6,clear_in,clear_ex,ambiguous,clear_ex
6932,A2YT9HJEU5KTYM,16,clear_ex,clear_in,ambiguous,none
6933,A2YT9HJEU5KTYM,10,clear_in,none,clear_ex,clear_ex
6934,A2YT9HJEU5KTYM,19,none,clear_ex,none,clear_in
6935,A2YT9HJEU5KTYM,18,ambiguous,clear_in,none,clear_ex
6936,A2YT9HJEU5KTYM,22,ambiguous,clear_ex,none,clear_in
6937,A2YT9HJEU5KTYM,25,clear_ex,clear_in,clear_ex,clear_in
6938,A2YT9HJEU5KTYM,20,none,clear_ex,ambiguous,none
6939,A2YT9HJEU5KTYM,1,none,clear_in,none,none
6940,A2YT9HJEU5KTYM,13,ambiguous,clear_ex,clear_ex,none
6941,A2YT9HJEU5KTYM,28,clear_ex,clear_in,clear_in,clear_ex
6942,A2YT9HJEU5KTYM,21,clear_in,none,clear_ex,clear_in
6943,A2YT9HJEU5KTYM,29,none,clear_in,none,clear_ex
6944,A2DWIUJI9NIHFW,11,clear_ex,clear_in,clear_in,clear_in
6945,A2DWIUJI9NIHFW,27,clear_in,none,none,clear_in
6946,A2DWIUJI9NIHFW,3,ambiguous,ambiguous,clear_in,clear_in
6947,A2DWIUJI9NIHFW,4,ambiguous,clear_in,none,clear_ex
6948,A2DWIUJI9NIHFW,28,none,ambiguous,clear_in,clear_ex
6949,A2DWIUJI9NIHFW,12,clear_ex,ambiguous,clear_in,none
6950,A2DWIUJI9NIHFW,26,ambiguous,clear_in,clear_in,clear_in
6951,A2DWIUJI9NIHFW,20,clear_in,clear_in,ambiguous,clear_ex
6952,A2DWIUJI9NIHFW,15,clear_in,clear_ex,clear_in,none
6953,A2DWIUJI9NIHFW,2,clear_in,clear_ex,ambiguous,clear_ex
6954,A2DWIUJI9NIHFW,10,none,clear_in,clear_in,none
6955,A2DWIUJI9NIHFW,7,ambiguous,ambiguous,clear_in,clear_ex
6956,A2DWIUJI9NIHFW,22,none,none,clear_in,clear_in
6957,A2DWIUJI9NIHFW,18,clear_ex,clear_in,none,none
6958,A2DWIUJI9NIHFW,24,ambiguous,clear_in,ambiguous,clear_in
6959,A2DWIUJI9NIHFW,23,clear_in,ambiguous,clear_ex,clear_in
6960,A2DWIUJI9NIHFW,9,ambiguous,ambiguous,clear_in,none
6961,A2DWIUJI9NIHFW,29,none,clear_ex,clear_in,none
6962,A2DWIUJI9NIHFW,8,clear_in,clear_ex,clear_ex,clear_in
6963,A2DWIUJI9NIHFW,1,clear_ex,clear_in,ambiguous,none
6964,A2DWIUJI9NIHFW,6,ambiguous,clear_in,none,clear_in
6965,A2DWIUJI9NIHFW,5,clear_in,clear_in,none,none
6966,A2DWIUJI9NIHFW,31,ambiguous,clear_ex,clear_in,clear_in
6967,A2DWIUJI9NIHFW,25,clear_ex,none,clear_in,clear_in
6968,A2DWIUJI9NIHFW,14,clear_in,ambiguous,ambiguous,clear_in
6969,A2DWIUJI9NIHFW,19,clear_in,clear_ex,clear_in,clear_ex
6970,A2DWIUJI9NIHFW,30,clear_in,clear_in,clear_in,clear_in
6971,A2DWIUJI9NIHFW,16,clear_in,clear_ex,ambiguous,none
6972,A2DWIUJI9NIHFW,21,none,clear_in,clear_ex,clear_in
6973,A2DWIUJI9NIHFW,13,clear_in,ambiguous,clear_ex,clear_ex
6974,A2DWIUJI9NIHFW,17,clear_ex,ambiguous,clear_in,clear_ex
6975,A2CWA5VQZ6IWMQ,20,clear_in,clear_ex,none,clear_in
6976,A2CWA5VQZ6IWMQ,1,ambiguous,clear_in,clear_ex,clear_in
6977,A2CWA5VQZ6IWMQ,17,clear_ex,ambiguous,clear_in,none
6978,A2CWA5VQZ6IWMQ,30,ambiguous,clear_in,clear_in,clear_in
6979,A2CWA5VQZ6IWMQ,22,clear_ex,clear_in,ambiguous,clear_ex
6980,A2CWA5VQZ6IWMQ,25,clear_ex,none,clear_in,none
6981,A2CWA5VQZ6IWMQ,7,ambiguous,clear_ex,clear_in,none
6982,A2CWA5VQZ6IWMQ,21,clear_ex,ambiguous,clear_in,clear_in
6983,A2CWA5VQZ6IWMQ,8,clear_in,none,ambiguous,clear_ex
6984,A2CWA5VQZ6IWMQ,27,clear_in,none,clear_in,none
6985,A2CWA5VQZ6IWMQ,4,ambiguous,none,clear_in,clear_in
6986,A2CWA5VQZ6IWMQ,24,none,clear_in,none,clear_ex
6987,A2CWA5VQZ6IWMQ,3,clear_in,clear_ex,none,none
6988,A2CWA5VQZ6IWMQ,10,none,none,clear_in,none
6989,A2CWA5VQZ6IWMQ,19,none,none,clear_in,clear_ex
6990,A2CWA5VQZ6IWMQ,26,none,clear_in,clear_in,clear_in
6991,A2CWA5VQZ6IWMQ,12,ambiguous,clear_in,clear_in,clear_ex
6992,A2CWA5VQZ6IWMQ,14,none,clear_ex,clear_in,clear_in
6993,A2CWA5VQZ6IWMQ,13,ambiguous,clear_ex,clear_in,clear_in
6994,A2CWA5VQZ6IWMQ,31,clear_in,ambiguous,clear_ex,none
6995,A2CWA5VQZ6IWMQ,15,clear_in,none,ambiguous,clear_in
6996,A2CWA5VQZ6IWMQ,16,clear_in,none,clear_ex,clear_in
6997,A2CWA5VQZ6IWMQ,11,ambiguous,clear_in,none,clear_ex
6998,A2CWA5VQZ6IWMQ,28,clear_ex,clear_in,clear_in,clear_ex
6999,A2CWA5VQZ6IWMQ,29,clear_ex,clear_ex,clear_in,clear_in
7000,A2CWA5VQZ6IWMQ,23,clear_in,clear_ex,ambiguous,clear_ex
7001,A2CWA5VQZ6IWMQ,18,clear_in,ambiguous,ambiguous,none
7002,A2CWA5VQZ6IWMQ,5,clear_ex,none,clear_in,clear_in
7003,A2CWA5VQZ6IWMQ,6,none,clear_in,none,none
7004,A2CWA5VQZ6IWMQ,9,clear_in,ambiguous,ambiguous,clear_ex
7005,A2CWA5VQZ6IWMQ,2,clear_in,clear_in,clear_ex,none
7006,A2NKW6JBEM4LL4,4,ambiguous,clear_in,clear_ex,clear_ex
7007,A2NKW6JBEM4LL4,8,clear_ex,ambiguous,clear_in,none
7008,A2NKW6JBEM4LL4,14,none,clear_ex,clear_in,clear_in
7009,A2NKW6JBEM4LL4,7,clear_in,ambiguous,ambiguous,clear_in
7010,A2NKW6JBEM4LL4,16,clear_in,clear_in,none,none
7011,A2NKW6JBEM4LL4,1,clear_in,clear_in,ambiguous,none
7012,A2NKW6JBEM4LL4,22,clear_in,clear_ex,ambiguous,clear_ex
7013,A2NKW6JBEM4LL4,27,clear_ex,clear_in,ambiguous,none
7014,A2NKW6JBEM4LL4,6,none,clear_in,none,clear_in
7015,A2NKW6JBEM4LL4,25,clear_in,clear_in,clear_ex,none
7016,A2NKW6JBEM4LL4,31,clear_in,ambiguous,none,clear_in
7017,A2NKW6JBEM4LL4,17,ambiguous,clear_in,ambiguous,none
7018,A2NKW6JBEM4LL4,24,none,clear_in,ambiguous,clear_in
7019,A2NKW6JBEM4LL4,23,ambiguous,clear_in,clear_in,clear_ex
7020,A2NKW6JBEM4LL4,19,ambiguous,clear_ex,clear_in,clear_ex
7021,A2NKW6JBEM4LL4,28,clear_ex,clear_in,none,clear_in
7022,A2NKW6JBEM4LL4,10,ambiguous,ambiguous,clear_in,clear_ex
7023,A2NKW6JBEM4LL4,20,none,none,clear_in,none
7024,A2NKW6JBEM4LL4,5,none,clear_in,clear_in,none
7025,A2NKW6JBEM4LL4,15,clear_in,clear_ex,clear_in,none
7026,A2NKW6JBEM4LL4,30,ambiguous,clear_in,ambiguous,clear_ex
7027,A2NKW6JBEM4LL4,3,ambiguous,ambiguous,clear_in,clear_in
7028,A2NKW6JBEM4LL4,29,clear_in,ambiguous,clear_ex,none
7029,A2NKW6JBEM4LL4,12,clear_in,none,clear_in,none
7030,A2NKW6JBEM4LL4,18,clear_in,none,none,none
7031,A2NKW6JBEM4LL4,13,none,clear_in,clear_in,clear_ex
7032,A2NKW6JBEM4LL4,11,none,clear_ex,clear_in,none
7033,A2NKW6JBEM4LL4,2,clear_in,clear_in,ambiguous,clear_in
7034,A2NKW6JBEM4LL4,26,none,none,clear_in,clear_ex
7035,A2NKW6JBEM4LL4,21,none,ambiguous,clear_in,clear_in
7036,A2NKW6JBEM4LL4,9,clear_in,ambiguous,clear_in,none
7037,4,10,clear_in,clear_in,clear_in,none
7038,4,16,clear_in,clear_in,none,none
7039,4,12,clear_in,none,clear_in,clear_in
7040,4,17,none,none,clear_in,none
7041,4,7,none,clear_in,none,none
7042,4,30,clear_in,none,none,clear_in
7043,4,19,none,clear_in,clear_in,clear_in
7044,4,20,clear_in,clear_in,none,clear_in
7045,4,13,clear_in,none,clear_in,none
7046,4,22,none,clear_in,none,clear_in
7047,4,9,clear_in,clear_in,clear_in,clear_in
7048,4,11,none,clear_in,clear_in,none
7049,4,31,none,none,clear_in,clear_in
7050,4,5,clear_in,none,none,none
7051,4,3,clear_in,none,clear_in,none
7052,4,29,clear_in,clear_in,clear_in,clear_in
7053,4,23,none,clear_in,none,none
7054,4,25,none,none,clear_in,clear_in
7055,4,21,clear_in,clear_in,none,clear_in
7056,4,28,none,clear_in,clear_in,clear_in
7057,4,15,clear_in,none,none,none
7058,4,24,none,clear_in,none,clear_in
7059,4,2,clear_in,clear_in,clear_in,none
7060,4,6,clear_in,none,none,clear_in
7061,4,8,clear_in,none,clear_in,clear_in
7062,4,27,none,none,clear_in,none
7063,4,1,none,clear_in,clear_in,none
7064,4,18,clear_in,clear_in,none,none
7065,4,26,none,clear_in,none,clear_in
7066,4,14,none,none,clear_in,clear_in
7067,4,4,clear_in,clear_in,clear_in,none
7068,A1L1S0IAPZB4MA,14,none,clear_in,none,clear_in
7069,A1L1S0IAPZB4MA,11,clear_in,clear_in,clear_in,none
7070,A1L1S0IAPZB4MA,17,none,clear_in,none,none
7071,A1L1S0IAPZB4MA,18,clear_in,clear_in,none,none
7072,A1L1S0IAPZB4MA,10,clear_in,clear_in,clear_in,clear_in
7073,A1L1S0IAPZB4MA,21,none,none,clear_in,clear_in
7074,A1L1S0IAPZB4MA,12,clear_in,none,none,none
7075,A1L1S0IAPZB4MA,3,clear_in,none,none,clear_in
7076,A1L1S0IAPZB4MA,24,none,none,clear_in,none
7077,A1L1S0IAPZB4MA,23,clear_in,none,clear_in,clear_in
7078,A1L1S0IAPZB4MA,6,none,clear_in,clear_in,clear_in
7079,A1L1S0IAPZB4MA,27,none,clear_in,clear_in,none
7080,A1L1S0IAPZB4MA,19,clear_in,clear_in,none,clear_in
7081,A1L1S0IAPZB4MA,7,clear_in,none,clear_in,none
7082,A1L1S0IAPZB4MA,30,none,none,clear_in,clear_in
7083,A1L1S0IAPZB4MA,9,none,clear_in,clear_in,none
7084,A1L1S0IAPZB4MA,13,clear_in,none,none,clear_in
7085,A1L1S0IAPZB4MA,28,none,clear_in,none,clear_in
7086,A1L1S0IAPZB4MA,31,clear_in,clear_in,clear_in,clear_in
7087,A1L1S0IAPZB4MA,2,none,clear_in,none,none
7088,A1L1S0IAPZB4MA,20,clear_in,clear_in,none,clear_in
7089,A1L1S0IAPZB4MA,8,none,clear_in,clear_in,clear_in
7090,A1L1S0IAPZB4MA,16,clear_in,clear_in,clear_in,none
7091,A1L1S0IAPZB4MA,25,none,none,clear_in,none
7092,A1L1S0IAPZB4MA,22,clear_in,clear_in,none,none
7093,A1L1S0IAPZB4MA,4,clear_in,none,none,none
7094,A1L1S0IAPZB4MA,29,clear_in,none,clear_in,none
7095,A1L1S0IAPZB4MA,1,clear_in,none,clear_in,clear_in
7096,A1L1S0IAPZB4MA,26,clear_in,none,none,none
7097,A1L1S0IAPZB4MA,15,none,clear_in,clear_in,clear_in
7098,A1L1S0IAPZB4MA,5,clear_in,none,clear_in,none
7099,AKZUP3VY594E8,5,ambiguous,ambiguous,ambiguous,none
7100,AKZUP3VY594E8,17,none,ambiguous,none,clear_in
7101,AKZUP3VY594E8,11,clear_ex,clear_ex,clear_ex,none
7102,AKZUP3VY594E8,7,clear_in,clear_ex,clear_ex,clear_ex
7103,AKZUP3VY594E8,14,ambiguous,none,clear_ex,clear_ex
7104,AKZUP3VY594E8,16,none,none,clear_in,none
7105,AKZUP3VY594E8,21,ambiguous,clear_in,clear_in,clear_ex
7106,AKZUP3VY594E8,28,clear_ex,clear_in,clear_ex,clear_in
7107,AKZUP3VY594E8,2,ambiguous,clear_in,none,clear_ex
7108,AKZUP3VY594E8,22,ambiguous,clear_ex,clear_ex,clear_ex
7109,AKZUP3VY594E8,30,clear_ex,clear_ex,clear_ex,clear_in
7110,AKZUP3VY594E8,8,ambiguous,clear_ex,ambiguous,none
7111,AKZUP3VY594E8,23,none,clear_in,ambiguous,none
7112,AKZUP3VY594E8,13,none,clear_in,clear_ex,clear_ex
7113,AKZUP3VY594E8,1,none,clear_ex,none,clear_ex
7114,AKZUP3VY594E8,20,clear_ex,ambiguous,clear_ex,none
7115,AKZUP3VY594E8,24,none,clear_ex,ambiguous,clear_in
7116,AKZUP3VY594E8,10,clear_ex,ambiguous,clear_in,clear_ex
7117,AKZUP3VY594E8,29,clear_in,ambiguous,clear_ex,none
7118,AKZUP3VY594E8,31,none,clear_in,ambiguous,clear_in
7119,AKZUP3VY594E8,3,clear_ex,clear_in,clear_ex,clear_ex
7120,AKZUP3VY594E8,27,clear_ex,clear_ex,clear_in,clear_in
7121,AKZUP3VY594E8,12,clear_in,clear_ex,clear_ex,none
7122,AKZUP3VY594E8,15,clear_ex,clear_ex,none,clear_ex
7123,AKZUP3VY594E8,6,clear_in,clear_ex,ambiguous,clear_in
7124,AKZUP3VY594E8,9,clear_ex,ambiguous,clear_ex,clear_in
7125,AKZUP3VY594E8,4,clear_ex,none,clear_in,clear_in
7126,AKZUP3VY594E8,19,clear_in,clear_ex,clear_in,clear_ex
7127,AKZUP3VY594E8,18,clear_ex,clear_ex,clear_in,clear_ex
7128,AKZUP3VY594E8,25,clear_in,none,clear_ex,clear_ex
7129,AKZUP3VY594E8,26,none,none,none,clear_ex
7130,A1Q8BVNW9B7OKQ,2,ambiguous,clear_ex,clear_in,none
7131,A1Q8BVNW9B7OKQ,30,ambiguous,clear_in,clear_ex,clear_ex
7132,A1Q8BVNW9B7OKQ,26,ambiguous,ambiguous,clear_in,none
7133,A1Q8BVNW9B7OKQ,27,clear_in,clear_in,clear_ex,none
7134,A1Q8BVNW9B7OKQ,8,ambiguous,clear_in,none,clear_ex
7135,A1Q8BVNW9B7OKQ,9,clear_in,clear_in,ambiguous,clear_in
7136,A1Q8BVNW9B7OKQ,16,ambiguous,clear_in,ambiguous,clear_in
7137,A1Q8BVNW9B7OKQ,19,clear_ex,clear_in,none,none
7138,A1Q8BVNW9B7OKQ,10,clear_in,none,none,clear_ex
7139,A1Q8BVNW9B7OKQ,7,clear_in,clear_ex,ambiguous,clear_in
7140,A1Q8BVNW9B7OKQ,3,clear_in,ambiguous,none,clear_in
7141,A1Q8BVNW9B7OKQ,17,clear_ex,clear_in,ambiguous,none
7142,A1Q8BVNW9B7OKQ,11,clear_ex,clear_in,clear_in,none
7143,A1Q8BVNW9B7OKQ,15,clear_in,ambiguous,ambiguous,clear_ex
7144,A1Q8BVNW9B7OKQ,23,clear_ex,clear_in,ambiguous,clear_ex
7145,A1Q8BVNW9B7OKQ,24,clear_in,clear_in,ambiguous,clear_ex
7146,A1Q8BVNW9B7OKQ,1,clear_ex,clear_in,ambiguous,clear_in
7147,A1Q8BVNW9B7OKQ,28,none,none,clear_in,clear_in
7148,A1Q8BVNW9B7OKQ,31,none,clear_in,ambiguous,none
7149,A1Q8BVNW9B7OKQ,13,none,clear_in,clear_in,clear_in
7150,A1Q8BVNW9B7OKQ,25,none,none,clear_in,clear_ex
7151,A1Q8BVNW9B7OKQ,18,none,clear_in,clear_ex,none
7152,A1Q8BVNW9B7OKQ,12,clear_in,clear_ex,none,none
7153,A1Q8BVNW9B7OKQ,22,none,clear_in,ambiguous,clear_ex
7154,A1Q8BVNW9B7OKQ,21,clear_in,clear_ex,clear_ex,clear_in
7155,A1Q8BVNW9B7OKQ,14,clear_in,clear_ex,ambiguous,none
7156,A1Q8BVNW9B7OKQ,5,none,clear_in,clear_in,none
7157,A1Q8BVNW9B7OKQ,20,none,clear_in,none,clear_in
7158,A1Q8BVNW9B7OKQ,6,clear_in,none,ambiguous,clear_in
7159,A1Q8BVNW9B7OKQ,29,clear_in,ambiguous,ambiguous,clear_in
7160,A1Q8BVNW9B7OKQ,4,ambiguous,ambiguous,clear_in,clear_ex
7161,ACKG8OU1KHKO2,5,none,none,clear_in,clear_in
7162,ACKG8OU1KHKO2,12,clear_in,none,none,none
7163,ACKG8OU1KHKO2,26,none,clear_in,clear_in,none
7164,ACKG8OU1KHKO2,10,none,none,clear_in,none
7165,ACKG8OU1KHKO2,13,none,clear_in,none,clear_in
7166,ACKG8OU1KHKO2,1,clear_in,clear_in,none,clear_in
7167,ACKG8OU1KHKO2,27,clear_in,clear_in,clear_in,clear_in
7168,ACKG8OU1KHKO2,16,clear_in,clear_in,clear_in,none
7169,ACKG8OU1KHKO2,24,clear_in,none,clear_in,clear_in
7170,ACKG8OU1KHKO2,30,clear_in,clear_in,none,none
7171,ACKG8OU1KHKO2,18,none,clear_in,clear_in,clear_in
7172,ACKG8OU1KHKO2,22,clear_in,none,clear_in,none
7173,ACKG8OU1KHKO2,11,none,clear_in,none,none
7174,ACKG8OU1KHKO2,3,clear_in,none,none,clear_in
7175,ACKG8OU1KHKO2,4,clear_in,none,none,clear_in
7176,ACKG8OU1KHKO2,2,clear_in,clear_in,clear_in,clear_in
7177,ACKG8OU1KHKO2,8,none,none,clear_in,none
7178,ACKG8OU1KHKO2,25,clear_in,clear_in,clear_in,none
7179,ACKG8OU1KHKO2,31,clear_in,clear_in,none,none
7180,ACKG8OU1KHKO2,21,clear_in,clear_in,none,clear_in
7181,ACKG8OU1KHKO2,20,clear_in,none,clear_in,none
7182,ACKG8OU1KHKO2,9,clear_in,none,clear_in,clear_in
7183,ACKG8OU1KHKO2,7,none,clear_in,clear_in,clear_in
7184,ACKG8OU1KHKO2,15,none,clear_in,clear_in,none
7185,ACKG8OU1KHKO2,23,none,clear_in,none,none
7186,ACKG8OU1KHKO2,14,clear_in,none,none,none
7187,ACKG8OU1KHKO2,17,none,clear_in,none,clear_in
7188,ACKG8OU1KHKO2,6,none,none,clear_in,clear_in
7189,ACKG8OU1KHKO2,28,none,none,clear_in,none
7190,ACKG8OU1KHKO2,19,none,clear_in,clear_in,none
7191,ACKG8OU1KHKO2,29,clear_in,clear_in,none,clear_in
7192,APMUBXRRBPG45,23,ambiguous,clear_ex,ambiguous,none
7193,APMUBXRRBPG45,10,clear_in,ambiguous,clear_in,none
7194,APMUBXRRBPG45,25,none,none,clear_ex,none
7195,APMUBXRRBPG45,2,none,clear_in,ambiguous,clear_in
7196,APMUBXRRBPG45,14,ambiguous,ambiguous,ambiguous,none
7197,APMUBXRRBPG45,22,ambiguous,ambiguous,none,none
7198,APMUBXRRBPG45,19,clear_ex,none,clear_ex,clear_in
7199,APMUBXRRBPG45,28,none,clear_ex,none,clear_ex
7200,APMUBXRRBPG45,29,clear_in,clear_in,clear_ex,clear_in
7201,APMUBXRRBPG45,21,none,none,clear_ex,clear_ex
7202,APMUBXRRBPG45,6,clear_in,none,none,none
7203,APMUBXRRBPG45,1,clear_ex,clear_ex,ambiguous,none
7204,APMUBXRRBPG45,27,ambiguous,none,none,none
7205,APMUBXRRBPG45,24,clear_in,clear_in,clear_in,none
7206,APMUBXRRBPG45,7,none,clear_ex,none,clear_in
7207,APMUBXRRBPG45,5,ambiguous,clear_ex,clear_ex,none
7208,APMUBXRRBPG45,16,none,none,ambiguous,none
7209,APMUBXRRBPG45,9,none,clear_in,none,clear_ex
7210,APMUBXRRBPG45,3,clear_ex,clear_in,ambiguous,none
7211,APMUBXRRBPG45,15,clear_ex,ambiguous,clear_in,none
7212,APMUBXRRBPG45,8,ambiguous,clear_in,clear_in,clear_ex
7213,APMUBXRRBPG45,31,clear_ex,clear_ex,none,clear_ex
7214,APMUBXRRBPG45,12,ambiguous,ambiguous,clear_ex,none
7215,APMUBXRRBPG45,18,none,clear_in,clear_in,none
7216,APMUBXRRBPG45,26,clear_in,clear_in,ambiguous,clear_in
7217,APMUBXRRBPG45,13,none,clear_in,clear_ex,none
7218,APMUBXRRBPG45,17,ambiguous,clear_ex,clear_ex,clear_in
7219,APMUBXRRBPG45,30,clear_in,clear_ex,ambiguous,none
7220,APMUBXRRBPG45,20,clear_in,clear_in,clear_in,clear_in
7221,APMUBXRRBPG45,11,clear_ex,clear_in,ambiguous,clear_in
7222,APMUBXRRBPG45,4,clear_in,none,clear_in,clear_ex
7223,3333,20,none,none,none,none
7224,3333,29,none,ambiguous,none,none
7225,3333,6,none,none,clear_in,none
7226,3333,27,clear_ex,clear_ex,clear_ex,none
7227,3333,31,clear_ex,ambiguous,clear_in,clear_in
7228,3333,28,clear_in,clear_ex,ambiguous,clear_ex
7229,3333,19,clear_ex,clear_in,clear_in,none
7230,3333,13,ambiguous,clear_ex,clear_ex,none
7231,3333,24,none,none,clear_ex,none
7232,3333,8,none,clear_ex,none,clear_in
7233,3333,30,none,ambiguous,ambiguous,clear_ex
7234,3333,10,ambiguous,clear_in,ambiguous,none
7235,3333,17,ambiguous,clear_ex,clear_in,clear_ex
7236,3333,12,clear_ex,none,clear_in,clear_ex
7237,3333,3,ambiguous,clear_in,clear_in,clear_ex
7238,3333,26,clear_ex,ambiguous,clear_ex,none
7239,3333,21,clear_in,ambiguous,ambiguous,none
7240,3333,1,clear_in,ambiguous,clear_ex,none
7241,3333,5,ambiguous,none,ambiguous,clear_ex
7242,3333,23,ambiguous,clear_ex,clear_ex,clear_ex
7243,3333,7,ambiguous,clear_ex,ambiguous,none
7244,3333,18,none,none,clear_in,clear_in
7245,3333,9,clear_in,none,clear_in,none
7246,3333,25,none,clear_ex,none,none
7247,3333,11,clear_ex,clear_in,none,clear_in
7248,3333,4,clear_ex,clear_in,ambiguous,clear_in
7249,3333,22,ambiguous,ambiguous,ambiguous,clear_in
7250,3333,15,clear_in,clear_in,ambiguous,none
7251,3333,2,clear_ex,clear_ex,clear_ex,clear_ex
7252,3333,14,clear_in,clear_in,clear_in,none
7253,3333,16,none,clear_in,ambiguous,clear_ex
7254,A3KG6D3CQDEURV,11,ambiguous,none,clear_in,clear_in
7255,A3KG6D3CQDEURV,8,clear_ex,clear_in,ambiguous,clear_ex
7256,A3KG6D3CQDEURV,5,clear_in,none,clear_in,clear_in
7257,A3KG6D3CQDEURV,29,clear_ex,ambiguous,clear_in,none
7258,A3KG6D3CQDEURV,18,none,clear_in,clear_ex,clear_in
7259,A3KG6D3CQDEURV,17,ambiguous,clear_in,none,clear_ex
7260,A3KG6D3CQDEURV,25,clear_in,clear_ex,none,clear_in
7261,A3KG6D3CQDEURV,4,ambiguous,clear_in,none,clear_in
7262,A3KG6D3CQDEURV,30,clear_in,clear_in,clear_in,clear_in
7263,A3KG6D3CQDEURV,3,ambiguous,clear_in,ambiguous,clear_ex
7264,A3KG6D3CQDEURV,20,clear_ex,ambiguous,clear_in,clear_ex
7265,A3KG6D3CQDEURV,6,clear_in,ambiguous,clear_in,none
7266,A3KG6D3CQDEURV,14,clear_in,none,none,clear_ex
7267,A3KG6D3CQDEURV,27,clear_ex,clear_in,clear_in,clear_ex
7268,A3KG6D3CQDEURV,31,clear_in,ambiguous,none,none
7269,A3KG6D3CQDEURV,15,ambiguous,clear_in,clear_ex,none
7270,A3KG6D3CQDEURV,10,none,none,clear_in,clear_ex
7271,A3KG6D3CQDEURV,26,clear_in,none,clear_ex,none
7272,A3KG6D3CQDEURV,9,clear_in,clear_in,clear_in,clear_ex
7273,A3KG6D3CQDEURV,13,clear_in,none,ambiguous,clear_in
7274,A3KG6D3CQDEURV,1,ambiguous,ambiguous,clear_in,none
7275,A3KG6D3CQDEURV,22,clear_ex,none,clear_in,clear_in
7276,A3KG6D3CQDEURV,28,clear_ex,clear_in,ambiguous,none
7277,A3KG6D3CQDEURV,21,clear_ex,clear_in,clear_in,clear_in
7278,A3KG6D3CQDEURV,24,ambiguous,ambiguous,clear_in,clear_ex
7279,A3KG6D3CQDEURV,7,clear_ex,ambiguous,clear_in,clear_in
7280,A3KG6D3CQDEURV,16,clear_in,none,ambiguous,clear_ex
7281,A3KG6D3CQDEURV,19,ambiguous,clear_in,clear_ex,clear_in
7282,A3KG6D3CQDEURV,2,ambiguous,clear_ex,clear_in,clear_in
7283,A3KG6D3CQDEURV,12,ambiguous,clear_in,none,none
7284,A3KG6D3CQDEURV,23,clear_in,none,clear_ex,clear_in
7285,ASUYZPEXOLCZT,6,none,none,clear_in,clear_in
7286,ASUYZPEXOLCZT,26,none,clear_in,none,clear_in
7287,ASUYZPEXOLCZT,27,none,clear_in,clear_in,none
7288,ASUYZPEXOLCZT,17,none,clear_in,none,none
7289,ASUYZPEXOLCZT,19,none,clear_in,clear_in,clear_in
7290,ASUYZPEXOLCZT,13,none,none,clear_in,none
